Source	GeneSetID	GeneSetName	GeneList	n_Genes
L1000	BRD-A41250203_-666_MCF7_6.0_h_10.0_um	BRD-A41250203_-666_MCF7_6.0_h_10.0_um	1060P11.3 ABCC5 AGT AKR1C2 APOC1 APPBP2 ASNS ATF3 BASP1 CD55 CDC42EP3 CDKN1A CECR1 CEMIP CLDN10 COBL DCN DDIT4 DNAJB1 DNAJB6 DNAJB9 DUSP5 ELANE FGFR3 FOSL1 GADD45A H2BFS HBB HERPUD1 HIC2 HIST1H1C HIST1H2AC HIST1H2BD HIST1H2BG HIST1H2BK HMOX1 HSPA1A HSPH1 IER5 IFRD1 LEPREL1 LOC100505650 MALL NAMPT NAV3 NELL2 NFIL3 NID2 PMAIP1 PPP1R15A PSAT1 SAT1 SERPINA1 SERPINI1 SERTAD2 SH3GLB1 SHROOM2 SLC7A11 SLPI SRGN STAR TBC1D4 TIPARP TSC22D3 TXNIP TXNRD1 WNT5A ACKR3 APEX1 ATF5 B3GNT1 BAMBI CA12 CANT1 ESR1 GALNT6 GATA3 GINS1 H1F0 HDGFRP3 HES1 MREG MXRA7 NFIB NRIP1 PLIN1 SLC12A2 SMAD3 SOX4 SPDEF TFAP2B TOX	92
L1000	BRD-A41250306_-666_MCF7_6.0_h_10.0_um	BRD-A41250306_-666_MCF7_6.0_h_10.0_um	CD40 DPYD IKZF1 PLCB1 PSPH ASCL1 GSN HMGCS1 MAP3K5 MAP7 QPCT SLC27A2	12
L1000	BRD-A41301928_-666_MCF7_6.0_h_10.0_um	BRD-A41301928_-666_MCF7_6.0_h_10.0_um	1060P11.3 ADH1B CD48 CHI3L1 FCER1A FGL2 FRY GPR37 GRB7 GUSBP11 HOPX IFI44L IGHM IGJ IGKV4-1 IGLV2-23 LPAR6 LYPD3 MKNK1 MX1 RCBTB2 RGCC RGS2 RRAS2 S100A9 SCGB1D2 SCGB2A2 SHC1 SRGN TNFSF10 TRD TRDV3 VTCN1 AGR2 ALCAM CRISPLD2 ENPP1 EPCAM GPR64 HSPB8 MAP4K4 NOLC1 PAN2 PDCD4 RFX5 SLC27A2 SLC37A4 SLCO1B3 SORD	49
L1000	BRD-A41304429_Practolol_MCF7_6.0_h_10.0_um	BRD-A41304429_Practolol_MCF7_6.0_h_10.0_um	BASP1 BIK CST3 CYP2E1 ENTPD1 FUCA1 ISG15 KDM5D LRIG1 MICAL2 MTCL1 PDE8B RASA1 S100P UGP2 1060P11.3 ASPH CPNE3 CTNND1 CXCL14 DHCR24 DST DYNLT3 GLS HPRT1 IGJ IGKC IGL LYPLA1 MAN1A1 NOV NRIP1 PAICS PEG10 PLAT PODXL RPS11 S100A9 SEPP1 SGCE SGK1 SLC16A3 SLPI SMC1A SPARC TOP2A TRAM1 UCHL1	48
L1000	BRD-A41450521_Tosufloxacin hydrochloride_MCF7_6.0_h_10.0_um	BRD-A41450521_Tosufloxacin hydrochloride_MCF7_6.0_h_10.0_um	ADM ARMCX1 ASCL1 BCL11A CA2 CHST1 EPB41L2 FARP1 FGFR2 GUCY1A3 HLA-B HLA-C IGFBP5 KCNS3 KIT LOC100505650 MAN1A1 PEG10 RGS5 RNASE1 SGK1 VPS28 WFDC1 1060P11.3 BHLHE41 C3ORF14 C8ORF4 CDC42 CXCL13 DDX3Y EIF5 GAS1 GNA11 GPR64 GPX3 IFRD2 IRS2 KRT7 MALT1 ME1 MMP7 MSRB2 MT1G MT1HL1 MT1X MT2A NEBL NKX3-1 NUCKS1 PAN2 PKIG RASA1 SKP1 SLC6A14 STXBP2 TFPI2 TSPAN8	57
L1000	BRD-A41519720_EZETIMIBE_MCF7_6.0_h_10.0_um	BRD-A41519720_EZETIMIBE_MCF7_6.0_h_10.0_um	1060P11.3 AREG ARL4C ASNS BMP4 CAV1 CBS CD200 CPE CXCL11 CXCL9 DDIT4 DPYSL2 DPYSL3 EFNB2 ENPP2 EPAS1 EREG FAM129A FRZB GLS GUCY1A3 HIST1H2BD INSIG1 NPTX2 PCK2 PGK1 RGS5 SLC38A1 TES TMEM176B TSC22D3 XIST BASP1 CXCL1 CXCL8 GOLGA8A HOXC6 KIAA0485 LTBP3 PI3 SLC4A4 SLPI TCN1	44
L1000	BRD-A41692738_S1169_MCF7_6.0_h_10.0_um	BRD-A41692738_S1169_MCF7_6.0_h_10.0_um	1060P11.3 ARHGAP29 CCNG2 CLC FAM63A HIST1H1C JAG1 PCK2 PDCD4 TSPAN1 TXNIP C14ORF2 CCT2 GUCY1A3 GUCY1B3 HAL HSPA1A JMJD6 PPIF	19
L1000	BRD-A41941932_-666_MCF7_6.0_h_10.0_um	BRD-A41941932_-666_MCF7_6.0_h_10.0_um	1060P11.3 ADAM9 ADH1B APOB ARMCX2 CD24 CD40 CYTIP DKK1 DLK1 DPYD EPHA3 GIMAP6 LPAR6 MDFIC PEG10 REG3A SAMSN1 SLAMF7 TRIL TRPS1 AQP3 ATP1B1 CXCL8 NR4A2 RPS4Y1 SEL1L3	27
L1000	BRD-A42628519_-666_MCF7_6.0_h_10.0_um	BRD-A42628519_-666_MCF7_6.0_h_10.0_um	ACTG2 CCNA1 CLEC2B COL15A1 FAM129A FST G0S2 GJA1 GPNMB LAMC1 MME PLIN1 SRGN SYNM THBD C9ORF16 CAST CNPY3 CTTN LOC100505650 PRKCH TPD52L1 ZMAT3	23
L1000	BRD-A42737819_-666_MCF7_6.0_h_10.0_um	BRD-A42737819_-666_MCF7_6.0_h_10.0_um	1060P11.3 AKR1B1 ALDH1A2 ANXA5 ARG2 BTG1 CCND2 CD14 CKAP4 COCH CXCL8 DEGS1 DLK1 DPYSL2 DUSP10 FADS1 FCGBP FCN1 GOLGA8A GPATCH8 GPX2 ITM2A KDM3A MATN2 MEX3C PCDH9 PEG3 PIP SPON2 TGFBI TGFBR2 TIPARP TRIM29 TSPO UCHL1 ZIC1 ACD ATP9A CA2 CCND1 CNOT4 COL3A1 DNAJA3 FOS HIST1H1C HIST1H2BD HIST1H2BK HIST1H3H HMOX2 HNMT HOXB2 KAZN KRT6B LAPTM4B LMO3 MPO NPR3 PXDN RFTN1 RGS4 S100A2 SFTPB SFTPC SLC15A2 SLC1A1 SLC39A8 TNS3 TPD52L1 TRD WNT5A	70
L1000	BRD-A43150328_PENICILLIC ACID_MCF7_6.0_h_10.0_um	BRD-A43150328_PENICILLIC ACID_MCF7_6.0_h_10.0_um	ABHD4 ADM AKR1B10 AKR1C1 C1QB CD163 CEACAM6 GCLM HBEGF HMOX1 LAMP3 NQO1 PLIN2 PTGES TRIM16 TSKU TXNRD1 ALB ALDOB CDK4 CXCL9 HMG20B ITGB1BP1 MT1F MT2A NR2F1 ORM1 PEG10 POSTN SULF1 TFAP2B TIMP1 TNS3 VTCN1	34
Viral_Infections	A-CA-04-2009(H1N1)_0Hour...332	A-CA-04-2009(H1N1)_0Hour...332	GGT8P ATP6AP1 UROC1 DNAJC7 ERVH-6 LOC643355 ADCYAP1R1 TAGLN FGD4 NUDT16P1 DAOA LOC645752 ZSCAN16 COQ3 GTF2H4 COL18A1 PTPRO TNFAIP8L2 MARCH1 TAOK3 TSPAN31 DSCR3 PGLYRP2 CSRP1 ZFYVE9 CYP2R1 IFITM4P GBP1 HLA-J BRD2 C11ORF96 PTPN2 BACH1 KBTBD2 RASSF9 LNX1 ARID4B GPRC5A BCL2L11 SPDYE1 ZRSR2 SGPP1 ABCA9 ANG LOC100506990 FMNL3 TSEN34 PARP1 PHF3 RPL27A SEMA3G TEF CRLF3 TMEM126B RPAP3 BCAS4 ATPIF1 RAB36 TEKT1 FHAD1 SYNE1 HNF1B ATXN7L3B RGPD6 CBX1 FBXO2 UBXN4 GTDC1 SPECC1 NDEL1 SLC4A11 E2F4 AMOTL2 CARD14 IDI1 LMCD1 NTN1 ZNF577 PAFAH1B1 SIK2 MFNG MYNN CLASRP CDX2 EIF5	85
Viral_Infections	A-CA-04-2009(H1N1)_12Hour...99	A-CA-04-2009(H1N1)_12Hour...99	LOC554207 OSCAR ZNF709 PHACTR2 CENPO RWDD2B PDIA4 UBE2L3 PPP1R14B XAF1 SP110 SAMD9L NMI EIF2AK2 CFLAR TRIM25 RIPK2 WHAMM RNF114 MX1 IFIT5 MX2 XRN1 BTN3A3 SSU72 CDC27 FEZ2 RAB43 UBXN2A EFCAB2 MEX3B ZHX3 ZNF518B HSBP1 NUDT3 MRPL20 GCSH LOC100506098 CBX5 AQR PRKAB2 RPP40 PREPL TP53TG1 PYCR2 TUBB4B FNIP2 C19ORF73 FAM169A ATP1A1 CENPBD1 GIT1 CDKL5 COL24A1 GLRX5 MIR600HG AKAP13 TECPR2 ATP6V0E2-AS1 CDPF1 ZNF233 PIGV SCHIP1 RAP1GAP SLC31A1	65
Viral_Infections	A-CA-04-2009(H1N1)_36Hour...107	A-CA-04-2009(H1N1)_36Hour...107	MIS12 MRE11A GALNT7 USP14 RASA4 NAA20 RNF149 TRIM21 USP18 OAS3 DHX58 STAT1 ZC3HAV1 PNPT1 BATF2 NLRC5 HLA-G CFLAR MYD88 CASP4 BAZ1A MOCOS NFKB2 RBMS2 DTX3L IFI44L MX1 DDX60L IFIT5 USP41 USP30-AS1 PHLPP2 MCL1 IER2 ID1 CXORF38 BCL2L13 UBA6 ERO1L BCL7B CLIC1 TRIB2 TTC38 CD164 SQRDL RNF43 GPKOW GGT6 SPTLC1 HIST1H2BD UBL3 MPC2 BTBD1 PCNP PSD3 PERP DCUN1D4 CTSF CHTF8 SERF2 LOC730098 PPIA DYM TM9SF2 CMTM6 HSP90AA4P ISCU PKI55 NEBL OIP5-AS1 HERC1 LPP AKR7A2 NUCB2 ABCA13 KRT10 SATB1 LOC100287590 ZNF783 ZNF121 RGP1 LRRC47 CBFB HPS1	84
Viral_Infections	A-CA-04-2009(H1N1)_3Hour	A-CA-04-2009(H1N1)_3Hour	CALD1 C9ORF53 PCDHB18 AMPH C19ORF67 SPAM1 NLGN4Y FAM221B MBD2 VHLL DKFZP586K1520 LBR HECTD2 TPI1 APLF MMADHC LPAR1 DOCK8 FKBP10 SLCO1B3 OASL CXCL11 CASP5 PSMD11 CDKN2B MEX3C NRBF2 RAB9A HDAC11 CADPS2 RGS11 SERPINF1 FAM131A CDK14 AASDHPPT CDKAL1 IRF4 CRB1 PCDHB1 KANSL1-AS1 TRMT61B LINC00328 C11ORF70 ABCA1 ARMC1 ARHGEF17 LRPPRC C2ORF74 FAM134C PLA2G2A PDE5A GPIHBP1 RNF19A HFE TNNI3K OR4D5 FUT9 HOXB8 EXOC6 WSCD2	60
Viral_Infections	A-Netherlands-602-2009(H1N1)_3Hour	A-Netherlands-602-2009(H1N1)_3Hour	CGA RESP18 CX3CR1 RBP2 ZNF788 ZDHHC22 GABRB1 ELSPBP1 VASH2 HNF4G GLRA3 NEUROD4 LECT2 CLRN1 DNMT3L TMEM200A SYN2 ATP6V0D2 GRIP2 LINC00518 BANF2 LOC100505878 C22ORF24 WDR11-AS1 LOC349160 ROPN1L-AS1 CRYGB CD1C LINC00506 TEDDM1 CDCA7 CPXM1 EIF1AX GPR65 BCAT1 IL18RAP SLC5A9 GLRA1 USP41 VNN3 TIPARP SNX5 C3ORF62 ITLN2 LOC646626 TNN SLCO1B7 MAB21L1 NOX1 ECM2 CCDC78 PPM1B CCNDBP1 EPM2AIP1 CDNF PLCE1 CCDC66 KCNJ3 ATP6V1B1 PITX2 NTNG1 ANKRD29 PRKACB UBXN8 ERCC4 ACAD10 C1ORF192 CCDC121 CCDC67 FBXW2 NDN CAND2 GOLGA1 ESRP2 ZNF619 RERE PROSER1 DISC1 ESRRB SUN5 SERPINB13 CALCRL GSTM2 LY6K LILRB5 KCTD1 TP63 XKRX ADAMTS1 CLRN3 COL9A1 DOK6 ANKRD10	93
Viral_Infections	A-Vietnam-1203-2004(H5N1)_0Hour	A-Vietnam-1203-2004(H5N1)_0Hour	SLFNL1 FCHSD1 EVPLL RPLP2 LY6D MRPS18B ZDHHC21 CUL3 COPB1 PPM1H PLCL2 NAA20 TMEM128 EMC8 FOXRED2 E2F3 SYNJ1 RNF126 CARD6 TUFT1 TXNIP SFPQ RAB9BP1 CCZ1 SPDYE2 LINC00672 GFRA2 IMMP2L DDX50 PRDX6 EDARADD GULP1 C14ORF166 RPL23AP82 PDS5A DST BRD8 AMY1C LRRC70 SNX29P2 MFSD6 ACTR5 TPM2 ITFG2 PRPSAP1 ZNF623 B3GALTL FBLN1 B3GALT4 SGK223 SH3YL1 CBFB LOC643085 P4HA2	54
Viral_Infections	A-Vietnam-1203-2004(H5N1)_12Hour	A-Vietnam-1203-2004(H5N1)_12Hour	POP7 CHAF1A FANCG GNB4 AK2 CYB5R2 CYTH1 NFKBIE ADAM8 YRDC FOSB PHLDA1 CHMP6 MICB ACTRT3 SMOX TNFRSF1A ALS2CR11 RYBP FAM86C1 WIPI2 MYH10 SNRNP200 PARP1 GXYLT1 EDARADD MGA BTF3 RPL36A RPS28 BUD13 KTN1 INVS AP3M1 RCAN3 MORN2 SATB1 CCDC122 ZNF839 SNORA70 PHLDB3 AKAP8 ATP6V0A1 MTG1 MTMR14 DIS3L2 RAB33A HLA-DMB LAMB3 KDELR2 KCNK5 FOXQ1 P4HA2	53
Viral_Infections	A-Vietnam-1203-2004(H5N1)_2day-wtC57BL-6J	A-Vietnam-1203-2004(H5N1)_2day-wtC57BL-6J	TRA2A MYT1L SRPK3 C2ORF42 OCIAD1 MRPL42 H2AFX SPRYD7 IL13RA1 CHMP4B COPB1 XRN2 CP FCF1 IFIT1B MITD1 MAD2L2 CTU2 EEF1E1 CLINT1 NOP14 MAX UBA7 RNF213 DDX58 XAF1 SAMD9L NMI TAP1 ZBP1 GBP5 TLR3 TRIM25 TAP2 C1R PXK RNF114 MDK GNA13 XDH EIF4A1 YARS STOML1 PSMA3 ST3GAL1 STK24 MAGIX NIT1 GBA2 TMX4 IVD ATP5A1 MAP2K6 ZDHHC17 PDIA2 CLDN10 NIT2 SNRNP27 RPL17 RPL7 MRPS36 NAAA NTAN1 DNASE1L1 SIAE STK36 ZNF18 SPIN1 CBX8 TCF25 ARAF ZMYND8 C7ORF49 MESP1 CLK2 PABPN1 UBQLN2 CHST12 ZNRF1 CISH STK11IP	81
Viral_Infections	A-Vietnam-1203-2004(H5N1)_3Hour	A-Vietnam-1203-2004(H5N1)_3Hour	SNHG10 ARL4A ZNF681 WDHD1 EIF3C PLOD3 DCK DPY19L1 RRP15 PFDN4 CLIP4 FTSJ3 CBL DPF2 GTPBP2 HES1 SLC3A2 BTN2A1 POLR2H SAMD8 TBRG4 B3GNT2 NXT1 C12ORF45 SLC7A6OS PCGF6 ZNF92 HCN2 ENTPD8 CNOT10 NUDT7 DPY19L4 TOP2B TMEM65 GNPNAT1 UFL1 SERTAD4 RGS2 TTN PDGFB LRP12 SNRPG CDK5 RPLP0P2 RPL36A RPL19 VPS26A SMYD5 PDCL ZMPSTE24 CWC27 PTBP3 TMEM133 KCMF1 GTF3C3 SLC1A4 DCLRE1A ENAH LRRC27 KRBA1 MNAT1 HECTD1 GABPB1-AS1 SATB1 LSM2 SH3RF2 ILK CASC3 TMEM214 PRR12 ITFG2 LOC100130331 SPIN2B XKR8 AHSA2 CROCCP2 AP1G2 METTL17 CRIPAK CLCN2 C19ORF52 SHPK PYGO2 ZNF142 WDR73 AGPAT4-IT1 LOC440434 WDR7 ITGA6 SLC4A3 PLEKHG2 AKR1B1	92
Viral_Infections	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB1-F2del_18Hour	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB1-F2del_18Hour	CACNG6 TMEM217 RWDD2A TXNL1 OIP5 ASB13 TGFBI HCLS1 CMTM3 OAS2 PNPT1 CCL5 CEACAM1 IFI44L CDC42EP4 UBE2Q1 NR4A2 CDKN1B TRIM43 AVIL FAM209A MYOZ3 ATP2A1 HIST1H2BD ZNF195 FANCB EPB41L4B PLEKHA5 KIF13B PPFIBP2 RAPGEFL1 DPH5 TMA7 BOLA3 RPL30 ISCA2 SCRN1 BTBD7 LINC00643 SFTA1P ANKRD42 TTC18 ABCF1 ZBED5 PLK2 FBXO46 GGA2 TBC1D13 CHDH GLI2 APOC1	51
Viral_Infections	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_0Hour	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_0Hour	SIGLEC7 C11ORF85 PPL NTN1 ZNF181	5
Viral_Infections	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_12Hour	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_12Hour	MOV10L1 LOC100132790 TMEM217 SLC2A1 PPP1R1C ANKHD1 GTF2H2B KALRN ATG2B MCM6 RAD54B APLF EIF3C CIITA CSTF1 COG8 MRPS22 KTI12 USP18 IFIT1 IFIT2 APOL6 TNFSF13B FAM46A IDO1 RNF114 NMT1 UBQLN1 UBC C12ORF45 PHF8 ACTA1 LOC100505915 NEXN-AS1 FAM71F1 HOXA7 LEAP2 AVIL LOC646626 LOC730183 LINC00461 ADTRP POM121 AQPEP PRR4 PRPS2 KIDINS220 TTC12 ZSCAN18 IVNS1ABP PAM SLC45A4 ZNF780A DDR2 FGF7 PPP1R13B FGF12 SERTAD4-AS1 MDH2 COL21A1 B9D1 OR7E156P LOC339803 BTBD7 TTC18 CHCHD5 EHD2 LRRC56 ATG16L2 ADRB2 CTC1 ZFYVE27 DEPDC5 LIN37 ARF6 LYSMD4 DCAF4 AGPAT4-IT1 WDR60 MFI2 EPN3 RASSF4 CBFA2T2 LRRN1 CISH KCNK5	86
Viral_Infections	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_3Hour	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_3Hour	KCNK18 CNTF KRT20 NANOS1 SHC4 CD200 CDKN2A ZNF70 NEDD4L PCDHA5 VAT1L TMEM229A LOC100507022 LINC00602 OBSCN PTCD1 ZSCAN20 MKRN9P PRELID1 AUNIP GOSR2 GFER DPY19L1 RNMTL1 NBR2 SHB TLX3 TBL2 OASL IFIT2 IFNB1 CCNYL1 AKAP17A CPEB2 FUOM MICB VCPIP1 DTNBP1 ASB7 RNF220 KRT6B SNX9 RBM33 C1D USP37 REV1 SAV1 KLRC2 HSPA6 NPFF DERL1 DSTYK IFFO1 MBNL2 YLPM1 TBC1D16 SLU7 BAIAP2L2 TMOD1 NUDT3 PTRHD1 CREBRF GPAM PEX11A NAA30 CEP290 RCAN3 NPHP4 PARS2 SMIM6 PHIP PP7080 ARHGAP22 ZNF589 NRBP2 SHC2 NOL3 C14ORF159 EIF4ENIF1 DCAF4 MFAP2 MRAP2 DYRK2 ASPSCR1 ZNF235 PYGO1 CCDC40 GSTM2 FUT9 CCDC169 SPRR4 PPP1R3C	92
Viral_Infections	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_7Hour	A-Vietnam-1203_CIP048_RG3-2004(H5N1)mutPB2-627E_7Hour	CORT ZNF141 DICER1 ZNF26 ZSCAN20 KCNN4 CCNE1 PSMD1 GGPS1 AIM1 UCHL3 RPP38 COG8 TEX10 ADAMTSL4 NKX2-8 TUSC1 PCGF5 ANKFY1 TMEM171 TRIM38 FUT4 DTNBP1 XPO5 DHX37 ETV6 LOC728743 RBM18 JUN C16ORF52 SLC25A32 RIF1 MGARP TTC32 UBL3 KLC1 AHNAK TGOLN2 YPEL2 USP24 PTCD3 NONO AMZ2 COMMD8 CUL5 BMI1 RPL21 RPL15 TRAPPC2 PHOSPHO2 TALDO1 ZFYVE1 AP3B1 C9ORF9 FDXR ALMS1 HOXB6 BNIP3 NDUFS2 DHX16 ZGPAT ATG16L2 KLF3 EPS8L1 CTC1 CYP51A1 ACAT2 LOXL2 ZBTB45 MFNG OR8D1 TTC17 MTRR	73
Viral_Infections	A-Vietnam-1203_CIP048_RG4-2004(H5N1)NS1trunc_12Hour	A-Vietnam-1203_CIP048_RG4-2004(H5N1)NS1trunc_12Hour	FGF22 C5ORF47 OR7A5 RUNX1 MARCH3 ZNF630 CAD ITGAV DOK1 C1ORF131 ALKBH2 SCIN HPS3 SEPT6 DNMT1 CCBE1 HSPB9 RTP4 IFIT2 BATF2 CH25H PXK NFKBIE CARD16 TNFSF10 SNHG11 CALCOCO2 PTPN21 VDR TLL2 LEAP2 LINC00672 TAF3 MSX2P1 RPRML HS6ST2 PTGR2 CDADC1 KIDINS220 UGGT2 SYTL4 ADCY9 MAGED1 ARHGEF12 SLC16A7 SLU7 QPCT UQCR10 CYC1 FAM173B TMEM101 ABCC2 KIAA1211L RAD51B CASK ROCK1 TCP10L ACTR1A SH3PXD2A PPIL2 UBE2Z RHOBTB2 CAMK1G METTL7B LELP1	65
Viral_Infections	A-Vietnam-1203_CIP048_RG4-2004(H5N1)NS1trunc_18Hour	A-Vietnam-1203_CIP048_RG4-2004(H5N1)NS1trunc_18Hour	MSMB HEYL AFMID NKX3-2 OTP NTRK2 TEX14 KALRN LOC100133315 BRCA1 GEMIN6 PSMD1 HEATR1 SPSB1 TIFA PLEKHO2 HSP90B1 PTGS1 KTI12 HGSNAT IFIT2 ZC3HAV1 CXCL10 CCL5 TNF SOD2 STARD5 IFI27 MX1 CSAG2 APOBEC3G KLHDC7B ERRFI1 CD83 GALNT5 DENND3 PPIF ACE2 FRZB C17ORF78 PNLDC1 IL12A RRAD CCL3 C1S RFPL1 NPTX1 KRIT1 RASL11B SYN3 ARHGEF9 OXCT1 C2ORF43 HARS2 TRIO WDR61 FAM114A1 TALDO1 RAB11FIP4 PPOX PITPNA LAT LUC7L FAM20B FZD4 LOC440934 SAMD15 PLD6 BTN2A2 ZNF597 AFAP1L1	71
Viral_Infections	A-Vietnam-1203_CIP048_RG4-2004(H5N1)NS1trunc_7Hour	A-Vietnam-1203_CIP048_RG4-2004(H5N1)NS1trunc_7Hour	LRRN4 C3ORF20 NELL2 FSTL3 SLC4A9 TAC1 PRB1 CARD18 NYAP2 TXNL1 TIMM50 BTBD9 KIAA0247 JAK3 KMO GPR85 BATF2 POLR2D SRSF7 LOC283701 SPDYE2 TMOD4 ACRC ZNF669 MTMR10 TMEM35 EBPL SMYD3 ZNF248 PFKM GLCCI1 QPCT POLR2J4 TPT1 AGPS RAB11FIP4 LYRM2 DNAL1 LDOC1L GCN1L1 C15ORF52 ZNF589 CRIPAK ARHGAP24 ATP9A CEP68 SERPINB13 ZNF616 HRK LRRC16A PCDHB9 GRAMD2 LY6H	53
Viral_Infections	A_CA_04_2009_4dayMOI-10^5	A_CA_04_2009_4dayMOI-10^5	CALB2 MASP2 PCDHGA1 MOV10L1 KCNB2 OR4C3 OR52L1 DRP2 GREB1 PTPRT WFIKKN2 VWA5B1 GCNT3 PGC PRR11 IQCJ MSH6 RPA2 POP4 ASPM ERCC6L DTL PRIM1 WDHD1 FANCI TROAP TYMS TICRR RRM1 CD302 TTC9C CKAP5 GNPTAB ITGAV PLB1 RNASET2 CORO1A CD177 TMEM167A LMAN1 SERP1 C1QL1 DDX58 PNPT1 HBEGF FAM90A1 PCDH9 NOBOX PLD5 MSX2 TMEM212 DEGS2 SRR CLDN8 CCDC42 CPB1 ZNF287 CA11 ITIH5 CCDC108 SYT7 ADAM33 PRPF6 HOXA3 SPOPL SETD7 CPD KIDINS220 DPP8 RALGPS2 UGGT2 DCDC2 DEXI GRIP1 MORC4 FGF7 ATP6V1B1 CTCF ALDH3A1 MGAT3 KCNJ6 PREPL AK7 BACE1 SORCS2 TCFL5 RELL2 TKT UTP11L KCNJ16 FAM19A5 DNAJC19 TBATA WDFY3 MYO1H AGBL4 FLT1 COL19A1 GCK COL15A1	100
Viral_Infections	A_CA_04_2009_4dayMOI-10^6	A_CA_04_2009_4dayMOI-10^6	CALB2 SERPINI2 CDC45 EVI2A RLN3 PRR11 AQP9 SLC16A9 TAF12 ECT2 DEPDC1B ERCC6L EXO1 CCNF AURKA ASF1B FANCI CCNB1 KIF2C TUBE1 CEP170 MYO5A MSR1 TIMP1 CD84 F10 TNFAIP8L2 LAIR1 OGFR SIRPB1 SLC11A1 TANK CENPJ TMEM252 EFEMP2 MLEC ARHGAP9 NAMPT MLKL SAMD9L HERC6 HLA-E CD69 CH25H CXCL10 TNFRSF9 MAP3K14 PARP8 TNFRSF11A C15ORF39 SHMT2 PSMF1 ECE1 ZC3HC1 NPTX1 NOBOX CCDC129 GID4 B3GNT4 CLDN8 TMCC3 C11ORF87 CCDC42 PPDPF SLC4A5 C9ORF152 FAM173A PURG ALDH1A1 MAP1LC3A FBLN5 EPB41L4B LRBA SCRN3 MYO3B PTPN13 POLR3GL ATRN FZD2 AKAP7 ABCA5 CDC23 PSMD10 NAA50 RPP25 PPT1 WDR78 MPDZ PLEKHH3 CDK11A SGIP1 TSPYL5 PLCL1 NRK ARL11	95
Viral_Infections	Dhori Virus_24Hour	Dhori Virus_24Hour	SLC39A5 SVEP1 DPYSL5 KIAA1919 GPR89A FAAH2 HEY2 EPHB1 LOC400622 PACRG-AS1 SLIT1 TM4SF4 G3BP1 MRPL47 TXNDC9 TWISTNB RUFY3 YWHAG QPRT S100A10 SRPX PLSCR1 PPP2R2A TMEM106A STYK1 FAP PIGA RPTOR TCEB3 MAPK1IP1L LINS KIAA0040 STARD4 SIRPG RFK NOBOX RPS16P5 POTEKP LOC100288860 SLC5A12 IRS1 IFFO1 CEP70 MEIS2 ANKRA2 KIAA0141 WIPI2 PLEKHA5 AKAP11 GLG1 STK4 LTN1 ZFAND5 COX4I1 TAF6L KIAA0196 SNX1 EFHC1 CYB5D2 C17ORF97 PHTF2 C5ORF24 CHD4 DTHD1 SHROOM2 ADNP WNK1 EP400 FGFR1 CABLES2 SPATA6L CAPN8 SMG1 DDX11 METTL17 EIF4ENIF1 AMIGO1 ERC1 GLIS3 PDCD6 LOC440434 TBC1D24 RHOBTB2 DSEL TMEM60 SSPN ARHGEF40 FAM117A PRPF4B SYNJ2 DACH2 RBM39	92
Viral_Infections	Dhori Virus_48Hour	Dhori Virus_48Hour	KLK11 ADAMTS18 GOLGA8I ZNF71 LOC283745 NMUR2 PER1 SLC34A1 GPR110 IDH3A BRIP1 LRRC40 IRF1 STAT2 SAMD9L IFIH1 RTP4 IFIT2 ISG20 CD274 ZBP1 TLR3 SLC15A3 APOL6 IL4I1 OPTN CEACAM1 PLAUR WHAMM RHBDF2 PARP8 GBP3 C5ORF56 PHF11 CXCL11 LGALS9 MT2A NUB1 CASP10 CD83 RP2 EIF3B RELA RRBP1 KPNA1 MIER3 C4ORF33 QKI RNF38 ADPRH LOC374443 LOC391020 BCL2L11 PPP4R1L MB21D2 GREM2 ANKZF1 MPC1 USF2 SAP30L VDAC1 LDHB GAPVD1 MECOM IPO11 RPS6KC1 ENY2 PPL OSBP2 LAMTOR5 RAB26 CFD TRIQK KIAA1715 RNF128 LRRC48 BACE1 APMAP GYS1 HIP1R SLC23A2 PHKA2 LOC100506469 ATP6V0A1 MLPH TMEM56 FBXO34 RAP1GAP TMEM132A SIK2 TOP1MT WNT7A MYL2	93
Viral_Infections	Ebolavirus(ZEBOV)_3day_PBMCs_rNAPc2treated	Ebolavirus(ZEBOV)_3day_PBMCs_rNAPc2treated	FILIP1 NRSN1 USP26 CFL1 C19ORF45 MICB CCNYL2 CCDC33 MDH1B LRP2BP STOML3 ASB14 MOGAT2 OTOP1 LOC401913 OR5F1 TNFRSF13C LOC153811 TTTY7 LRRC39	20
