,GO,Genes,Gene_Count,Term_Description
2823,GO:0061659,RPGR ARIH1 MED12 UBR4 AMFR TRIM71 RNF146 RNF157 NCCRP1 TRIM62 RNF149 ZMIZ2 AREL1 MARCHF1 RNF138 PCGF5 UBE2D3 BSPRY CBL TRIM37 HECW2 RNF113A UBE3B RNF135 RAG2 RNF223 RING1 RNF152 HLTF TRIM35 NEURL1 RNF216 RNF151 RNF19A NT5C2 RNF11 ZBED1 SIAH1 NHLRC3 TRIM64 PELI3 TRIM24 BTRC HERC2 NEDD4 CBLL2 TRIM41 RNF217 UHRF1 BRAP UBE2C RNF186 RNF121 RLIM TRIM11 FANCL SH3RF3 TRIM38 TRIM65 TRIM21 ZNRF2 COP1 DZIP3 TRIM52 ATG5 MSL2 SH3RF1 RNF114 RFWD3 TRIM69 MED6 PIAS4 RNF181 UBE2K FBXO27 MED18 LONRF3 CHFR PIAS3 GID4 TMEM129 RFPL3 NSMCE2 RNF125 SMURF1 ZSWIM2 RNF7 UBE3C TRIM34 TRIM31 TRIM39 RFFL PDZRN3 UBE4A TRAF3IP2 XIAP TRIM61 FBXL22 RFPL4B ZNRF3 TRIM74 MED17 PEX12 SH3RF2 PRPF19 MDM2 CBLL1 TRIM43B DTX2 CBLB RAD18 FBXO44 TRIM15 RBBP6 TRIM54 TRIM4 RNF170 RNF130 RNF220 PIAS1 RNF225 ZNF598 TRIM7 MKRN3 RCHY1 HERC6 RNF25 TRIM10 MIB2 RNF14 RANBP2 ASB4 WDR24 TRIM2 UBE2A TRIM13 RNF34 FBXO30 RNF126 PRKN TRIM9 TRIM45 SIAH2 LRSAM1 RNF185 HECTD2 TRIM51 TRIM8 HECW1 TRIM64C ASB12 TRIM49 FBXO6 RNF128 TRIM25 ANAPC11 RNF111 UBR7 MAEA HUWE1 TRIM72 RNF115 PIAS2 SHPRH MED8 NEURL1B TRIM43 MED21 UBOX5 CCNB1IP1 UBE2F RAG1 ITCH DTX4 BIRC3 RNF144B MARVELD3 RC3H2 MIB1 ZNF451 TRIM48 TRIM22 HACE1 RNF213 TOPORS TRAF7 RNF122 UBE2D1 LONRF2 RNF208 PJA1 TRIM40 RNF148 TRIM23 UBE2D2 RNF145 MED11 TRIM49D1 TRIM14 RABGEF1 MED27 TRAF3 RNF139 RNF167 DCST1 RC3H1 TRIM60 NSMCE1 RNF112 UBE3A PEX2 SYVN1 TRIM5 TRIML2 RNF133 TRIML1 CUL4A RMND5B HERC3 UFL1 RNF180 CDC42 CDK8 MKRN1 EGR2 KIAA1586 MARCHF5 RNF44 RNF38 MED31 TRIM49D2 TRIM56 CBLC RNF26 HERC5 RNFT1 PELI1 RNF13 RFPL4A MARCHF2 RNF6 RNF5 RNF168 ASB2 RNF39 ZNRF4 RNF175 CBX4 STUB1 UBR3 TRIM26 RNF40 TRIM58 RFPL1 RNF215 RNF4 WWP1 HERC4 RBX1 MYLIP FBXO17 SIAH3 ATG12 MARCHF8 PELI2 NFX1 CUL3 TRIM63 MED10 MKRN2 IRF2BPL RNF103 RFPL2 PJA2 HECTD1 TRIM27 TRIM50 DTX1 TRIM73 CCAR1 ZMIZ1 NOSIP NEURL2 ARIH2 TRIM32 TRAF6 WWP2 VPS18 SMURF2 RNF123 FBXO4 UBE4B FBXO40 PCGF3 RNF10 RNF8 TRIM17 RNF43 PPIL2 RNF166 TRIM49B NEURL3 CUL9 TRIM49C TRIM28 UHRF2 RNF183 ARK2C MARCHF6 UBE3D WSB1 RFPL4AL1 RNF31 FBXO2 MED7 NEURL4 UBR1 BIRC7 NHLRC1 BIRC2 TRIM77 RNF41 RNFT2 NEDD4L RNF2 IRF2BP1 MED1 PEX10 MUL1 TRIP12 RNF144A TRIM59 PPP1R11 RNF19B VPS11 PML TRIM3 MEX3C TRAIP RMND5A MEFV TRIM6 ARK2N KCMF1 ANKIB1 ZNRF1 TRIM68 TRIM55 ATG3 ASB1 MED30 UBR2 DTX3L TRIM64B UBR5 C10orf90 MYCBP2 TRIM44 LONRF1 BFAR UBE2O RNF150 RNF20 MGRN1 LTN1,365,ubiquitin-like protein ligase activity
2824,GO:0004939,ADRB3 ADRB1 ADRB2,3,beta-adrenergic receptor activity
2825,GO:0004816,NARS1 NARS2,2,asparagine-tRNA ligase activity
2826,GO:0008307,CSRP3 MYOT DAG1 SORBS2 MYL5 ANKRD2 KRT19 MYL6B NEXN SYNM MYBPC2 PLEC CSRP2 MYL6 TPM4 CSRP1 NEBL CAPN3 SMTN MYBPC3 MYL9 MYBPC1 ASPH MYOM1 TTN MYL3 TCAP ACTN2 MYL1 ACTN3 MYBPH MYL11 OBSCN TPM2 MYL2 DMD TPM1 MYH11 JPH1 MYH8 MYOM2 NEB,42,structural constituent of muscle
2827,GO:0097157,RBM4 ELAVL4 SOX9 RBM24 RBM41 RBM20 HNRNPL EP300 RNPC3 PRPF8 RBM7 HNRNPA2B1 TARDBP,13,pre-mRNA intronic binding
2828,GO:0031433,CSRP3 MYOZ1 MYOZ3 MYOZ2 TTN BMP10 KCNE1,7,telethonin binding
2829,GO:0015369,GHITM LETM1,2,calcium:proton antiporter activity
2830,GO:0051903,ADH5 ADH4,2,S-(hydroxymethyl)glutathione dehydrogenase activity
2831,GO:0003756,ERP44 PDILT CRELD1 PDIA5 TXNDC5 QSOX2 GLRX2 P4HB PDIA6 TMX1 QSOX1 ERP29 ERP27 ITGB3 CRELD2 PDIA3 ENOX1 PIGK PDIA4 PDIA2,20,protein disulfide isomerase activity
2832,GO:0030144,MGAT5B MGAT5,2,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity"
2833,GO:0047023,DHRS9 RDH5 RDH16 AKR1C4 AKR1C3 HSD17B6 AKR1C1 AKR1C2,8,androsterone dehydrogenase activity
2834,GO:0017069,SNRPA1 LSM2 RBMXL3 RBM41 COIL PRPF4 HNRNPU SNRPB2 SNRPC SNRPD3 GEMIN5 RBMXL2 TOE1 TUT1 CELF3 RBM7 RBM22 C9orf78 SNRNP35 PRPF8 SF3B3 EIF5A LARP7 SNRNP70 RO60 EFTUD2 HEXIM2 RNPC3 HEXIM1 LSM11 METTL16 DDX21 NCBP2 DDX39B CCNT2 PRPF31 LSM7 SNU13 CCNT1 LSM8 ISG20 MEPCE LSM10 SART3 SNRPA LSM4 LSM3 CDK9,48,snRNA binding
2835,GO:0004775,SUCLG2 SUCLA2 SUCLG1,3,succinate-CoA ligase (ADP-forming) activity
2836,GO:0120015,NPC2 GRAMD1B ABCG5 GRAMD1A PLTP MTTP ABCG1 APOA5 APOA2 STARD5 APOA4 GRAMD1C APOA1 STARD3 APOE TSPO OSBP APOB ABCA1 STARD4 CETP ABCG8 STAR OSBPL2,24,sterol transfer activity
2837,GO:0031708,EDN3 EDN1 EDN2,3,endothelin B receptor binding
2838,GO:0043176,SLC6A3 HTR5A HTR2A SLC6A4 HTR3A HTR2B HTR2C HTR1E DRD4 HTR1B HTR1F HTR1A,12,amine binding
2839,GO:0004402,NCOA3 GTF3C4 CLOCK NCOA1 CDY1 BRD1 KAT5 CDY2B MEAF6 BAZ1A JADE2 NAA50 TAF1L BRCA2 MCM3AP KAT6B TADA2A EP300 USP22 ING4 CDY2A CREBBP SRCAP TAF10 KAT2B CDY1B KAT7 TAF1 TAF9 NAA40 BRPF1 GTF2B KAT2A MSL3 KAT14 KAT8 PHF10 JADE1 ATF2 KAT6A ING3 HAT1 NAA60 ARRB1 BRPF3,45,histone acetyltransferase activity
2840,GO:0019205,NME9 AK5 DCK NME5 NME7 CMPK1 NME1-NME2 NME6 AK8 NOL9 PNKP DGUOK TK2 AK1 CMPK2 NME1 DTYMK NT5C2 UCKL1 DLG2 ADK TK1 NME3 AK7 CASK UCK2 AK2 UCK1 NME4 N4BP2 AK6 DLG1 TJP2 MPP1 LRGUK AK9 AK4 GUK1 NME2 CLP1 MAGI3 CARD11 AK3,43,nucleobase-containing compound kinase activity
2841,GO:0016410,HGSNAT GTF3C4 CLOCK TLCD3B ABHD14B ALAS1 CDY1 PLA2G4E SIRT7 CERS2 KAT5 NAA50 TAF1L SMARCE1 KAT6B TADA2A AANAT ATAT1 NMT1 TAF10 KAT7 TAF9 GTF2B KAT8 CERS3 JADE1 ING3 GLYATL3 NAA60 BAAT SAT1 ESCO2 NAA80 SATL1 GNPNAT1 TGM2 NAA20 CERS5 NAT14 MEAF6 BRCA2 MCM3AP USP22 PLAAT3 CREBBP NAA10 GLYAT GLYATL1 KAT2B KAT2A NAT10 PLAAT2 NAT1 KAT6A BRPF3 GLYATL2 NCOA3 NAT9 NCOA1 CDY2B BAZ1A NAT2 NAT8L SIRT1 ALAS2 SAT2 SRCAP CDY1B CERS4 TAF1 PLAAT5 PLAAT1 NAA40 BRPF1 MSL3 CERS1 NAA30 PHF10 ARRB1 NAA11 BRD1 JADE2 NAGS EP300 ESCO1 ING4 CDY2A PLAAT4 CERS6 NMT2 NAT8 KAT14 ATF2 HAT1,94,N-acyltransferase activity
2842,GO:1990190,NAA10 NAA11,2,peptide-glutamate-alpha-N-acetyltransferase activity
2843,GO:0044729,WT1 EGR1 UHRF1,3,hemi-methylated DNA-binding
2844,GO:0019202,HYKK ALDH18A1,2,amino acid kinase activity
2845,GO:0070016,STRN3 TCF7L2 STRN CTNNBIP1 CNOT1 LEF1 STRN4 AXIN1,8,armadillo repeat domain binding
2846,GO:0072320,TTYH2 CLCN3 TTYH3 TTYH1,4,volume-sensitive chloride channel activity
2847,GO:0070853,IQGAP3 TOM1 LMTK2,3,myosin VI binding
2848,GO:0016684,ALOX5AP PRDX3 SESN1 PRDX1 GPX3 EPX HBQ1 HBE1 PTGS2 GSTZ1 GPX7 PRDX6 LTC4S PXDNL MGST2 GSTA1 GPX6 DUOX1 SESN3 HBA1 HBM TXNDC17 MGST3 PRDX4 SELENOF GSTK1 MGST1 HBG2 GSTT1 SESN2 CLIC2 PXDN TPO CAT GPX8 TXNRD1 PARK7 GPX5 GPX2 PRDX5 MPO PTGES GSTM2 HBB HBG1 GSTP1 DUOX2 GPX4 CYGB LPO HBD PRDX2 GPX1 HBA2 PTGS1 HBZ IPCEF1,57,"oxidoreductase activity, acting on peroxide as acceptor"
2849,GO:0004064,PON2 CA2 PON1 APMAP PON3 CA1,6,arylesterase activity
2850,GO:0062037,BLM RAD51AP1 WRN RECQL4 POT1,5,D-loop DNA binding
2851,GO:0001671,TOR1AIP1 TOR1AIP2 DNAJC7 ATP1B3 AHSA1 DNAJC1 HSCB NKRF FXYD2 MYBPC3 ATP6AP1 ATP4B GTF2H4 DNAJB1 DNAJC24 DNAJA2 DNAJB4 DNAJA1 DNAJC10 DNAJC2 ATP1B1 DNAJB2 DNAJB6 ATP1B2 DNAJC19 DNAJC15,26,ATPase activator activity
2852,GO:0106294,FMO5 MICAL1 DUOX2 DUOX1,4,NADPH oxidase H202-forming activity
2853,GO:0052833,IMPA1 INPP5F IMPA2,3,inositol monophosphate 4-phosphatase activity
