,GO,Genes,Gene_Count,Term_Description
42,GO:0005740,SMIM20 FECH CPOX UQCRH JMJD7-PLA2G4B MRPL36 ALAS1 SLC25A25 MRPL39 MRPL4 FUNDC2 ROMO1 PLA2G4B TMEM11 CYP2U1 NDUFA1 ARMC10 NDUFS3 ATP5MGL MRPS17 COX2 COX7C UQCRC2 SLC25A13 ARL2BP COA6 HSD3B2 NLN TOMM70 NDUFA9 AFG3L2 SLC11A2 AGK TRIAP1 ATP5MC3 MICOS10 CYP1A1 LETM1 NDUFA13 ULK1 NDUFB6 SLC22A3 BMF TMEM14C COQ5 OXA1L THOP1 SLC25A12 NDUFAF1 NOA1 MRPS31 SLC25A27 ELK1 CPS1 HTRA2 BNIP3L UQCRHL NDUFC1 ABCB10 SLC25A37 COX6A2 ZNFX1 RPS3 NDUFB5 MPC2 RMDN3 RAC2 ABCB7 TMEM160 SFXN2 SLC25A23 MAVS MAIP1 SLC29A3 ADCK1 ACACB RPS6KB1 SLC8A3 GATM MRPL15 NDUFA10 SEPTIN4 MPC1 TMEM223 GPAM ARMCX6 SLC25A15 PMPCB CYP24A1 MTG1 COX5B PGRMC1 MRPS2 COX6A1 MRPL18 SCO2 PTCD3 SLC25A22 RNASET2 SFXN4 ACADL MRPL24 CPT2 SURF1 NDUFA4L2 MRPS25 NDUFS4 BCL2L1 FATE1 CYP11B2 TMEM65 MRPS18B GABBR1 ATP5MC1 DUSP18 NAT8L NDUFA5 ATXN3 NEU4 MSTO1 HK2 COQ8B PHB1 SMDT1 DMAC1 UQCC4 BRI3BP ACSL1 CIBAR1 NDUFC2-KCTD14 SPATA18 NDUFAF5 PRELID3A MAOB TIMM22 HSPD1 PPP2R2B COX4I1 TMEM177 GSDMD SLC25A35 SIRT4 MRPL2 LPIN1 NDUFA7 TIMM10 BCL2L10 MFN1 COX15 STMP1 MRPL19 VDAC3 PTRH2 BAK1 PPP1CC BCL2L2 COX5A TIGAR ATP6 SORD MRPS33 TIMM21 COX7A2 MIGA2 CKMT2 SLC25A10 ACAD11 KGD4 MRPS27 PMAIP1 ASS1 RAB11FIP5 MIGA1 ATAD3A SDHC MRPS35 HKDC1 PHB2 ARMCX1 OGT SLC25A19 ABCB6 COX6C ABCB8 FIS1 LYN SLC9B2 ARMCX2 PGAM5 ARL2 UCP2 TIMM8B CHCHD7 NDUFS5 TRAF3IP3 SLC25A16 CISD2 AURKAIP1 GPER1 GDAP1 TIMM17B SLC39A9 MRPL23 TIMM44 SLC25A1 TOMM5 TIMM9 ALPL SLC30A2 ACSL3 SLC25A45 WDR93 NDUFAB1 HSD17B8 DNAJC11 CARD19 MRPL58 TOMM22 HCCS BLTP2 DHODH THEM4 PARK7 CYB5B CYP2E1 MCUR1 SLC25A51 COX10 CLU SLC30A9 L2HGDH MRPS34 CRAT BCL2A1 KRAS ATPSCKMT DEGS1 COX6B2 NDUFS8 FLVCR1 CYP27A1 MRPS6 BCL2L11 AFG1L ND3 IKBKE MRPL53 SLC44A2 PPOX BNIP1 MPV17 COX8C VAT1 MRPL28 IRGM UQCC2 MRPL13 FUNDC1 COX6B1 APOO DMPK RHOT2 SLC25A30 ATP5PF MTARC1 DMAC2L MGARP MYO19 COX20 VRK2 SFXN5 CLPB UQCRFS1 GCAT BCL2 MRPL52 NDUFS2 TRAK1 LDHD PEMT MRPL30 MTERF3 MRPL12 SDHAF3 PIGBOS1 BNIP3 GPD2 ENDOG YWHAE NDUFB3 LYRM7 STAR CISD1 DNAJC15 MRPL27 HADHA SLC44A1 BCS1L NDUFB9 UQCR10 MRPL43 SLC22A14 PDE2A DMAC2 CDS2 BID RHOD SQOR SOD1 DIABLO PRKN TAMM41 ACSL5 ACADVL SIRT5 MRPL10 AIFM1 MRPL57 TMEM242 NDUFA3 COX3 RNF185 ARMCX3 VDAC2 SLC25A34 ND5 MT3 COX17 CYP11A1 ATP5PO HADHB TAFAZZIN C11orf65 NBR1 HIGD2A NNT TMEM14B WASF1 COQ7 CNP TMEM135 C19orf12 SH3GLB1 MTX2 PRELID1 MTX3 TIMM8A GNPAT AIFM2 MRPS9 SLC25A6 MRPS30 NDUFS1 SUOX SPIRE1 SPNS1 MRPS23 MRPL42 UCP1 FAM162A HAX1 PLA2G2A SLC25A2 DAP3 HMOX1 ABHD6 TIMM10B LDHB MRPL41 SLC25A52 CHCHD5 CYCS SLC8B1 MIX23 LETM2 SLC25A28 CHCHD10 CYB5A GADD45GIP1 VDAC1 MPC1L TIMM29 BPHL MRPS22 ACAD9 COX14 MTX1 MICU3 RNF144B SPG7 CYP11B1 ZDHHC8 ACADM RPS27A SLC25A41 ND4 DELE1 NME1-NME2 MRPS18A TMEM70 APOOL COX7A1 UBC MRPL38 SDHD SFXN3 MGST3 COQ6 COA1 MRPL40 TMX2 HK1 RAB32 ATCAY MLXIP PMPCA AIFM3 MTCH1 TTC19 COX8A ATP5MG FKBP8 ARMC12 NGRN QTRT1 IFI27L2 UQCC1 ANTKMT MRPL47 NDUFA2 GRPEL1 CHCHD3 SLC27A1 RAF1 TOMM34 AGPAT4 CASP8 COA8 ABCD1 ATP5ME MRPS18C IMMP1L ATG9A SLC25A4 LRRK2 PNPLA8 MRPL44 SNN MRPL55 NDUFAF4 SPART ND2 MRPL49 TOMM40L SAMM50 AQP8 PTPN1 UQCR11 SLC25A29 MRPL48 SPATA19 PPIF MRPS26 NDUFAF2 MGST1 KMO TRIM14 ATP8 MRPL20 ND4L PLAAT3 PLSCR3 RAB7A CPT1C EXD2 SLC25A33 YME1L1 MRPS28 NDUFS6 MRPS11 PI4KB SLC25A32 PTPMT1 SMCP UQCC3 MRPL37 NME2 ERAL1 SLC25A24 STARD13 BAD UBIAD1 COX11 TRAP1 CEBPZOS PPP1R15A NDUFA8 TIMM17A UCP3 HIGD1A MRPL46 VAMP1 ATP5F1D MCL1 SLC25A36 MRPL1 CYP27C1 UBA52 MRPL21 MRPL34 SLC25A53 UFL1 ALAS2 MYOC CDC25C CIDEA TYMS MPV17L2 MTHFD2L ATP5PB COX7B2 MARCHF5 RAB5IF COQ4 PISD OTC PGR ATAD1 ATP5MF ADAP2 TMEM126A CHDH CRLS1 NDUFB10 DNM1L CMC4 SLC25A44 SPHK2 SLC25A18 MRPS10 GUF1 COA4 IFI6 NDUFC2 PLA2G4A ND1 OPA1 MTG2 NDUFA11 OGDH GK2 FBXL4 RNF5 PRODH FKBP10 SLC41A3 MRPS5 NDUFV3 DAO FAM210B CHCHD2 EFHD1 MTARC2 SLC25A38 AMBP TIMM23B TRMT10B VPS13A MCUB PANK2 BCL2L13 CABS1 ALDH18A1 MIEF1 AKAP1 AK2 SLC22A4 MFN2 CKMT1A PAM16 TOMM20 COX7B RCC1L MRPL3 FLVCR2 TMEM126B COQ10B MRPS14 MTOR UQCC5 ARMC1 EPHA4 DNAJC30 PNPT1 SLC25A39 ATP5F1C ATF2 SDHA GPAT2 MRPS7 MRS2 CYB5R3 MICOS13 MAPK8IP1 GRAMD4 LETMD1 GK VPS13C MRPL54 UQCC6 SRC SLC25A5 TMEM14A TOMM40 CNR1 FOXO3 MRPS16 ECSIT BOK ATP5MC2 COX7A2L COQ10A TOMM6 TMBIM6 BLTP1 PRELID2 SCO1 NDUFB8 SLC25A20 MRPS24 CHCHD4 AMBRA1 MRPL51 CHCHD6 FPGS REEP1 GHITM BECN1 TIMM50 TOMM7 MRPS12 STOML2 AGPAT5 GRPEL2 NDUFB1 COX4I2 SLC25A40 MRPL35 SDHB CEP89 EXOG ATP5MJ COX19 BAX SLC25A31 MRPS21 NDUFB4 HINT2 FDXR STING1 THG1L COX1 BDH1 CCDC90B MRPL22 NRP1 SARM1 SFXN1 COA3 TOMM20L UQCRC1 SOX10 TIMM23 SLC25A48 MAP1LC3B SLC25A11 NDUFB2 UQCRB NME3 CKMT1B CCDC51 SLC25A3 ATP5F1A ABCG2 HSPA9 TSPO COASY CYP27B1 CPT1A RTN4IP1 SHMT2 MICU2 SLC25A47 MRPL11 ATP5F1E MIEF2 NDUFV2 RDH13 PINK1 GOLPH3 CIAPIN1 COA7 FGR REXO2 SLC25A42 TMEM186 USP30 MTFP1 PLD6 MRPL33 ACSL6 MRPL50 NDUFA12 SLC25A21 MOAP1 NDUFAF6 PLEC MRPL32 RARS2 MUL1 COX18 MCU LGALS3 NDUFA6 ND6 BIK NDUFAF3 TUFM NLRX1 QTRT2 FZD9 RSAD2 BLOC1S1 NME4 RHOT1 MRPL14 IMMP2L MRPL16 MRPL17 CLPX SLC25A26 ATP5PD HSD3B1 RHBDD1 SLC27A3 ACSL4 IFI27 DNAJC19 NDUFS7 DARS2 MTCH2 DHFR2 FOXRED1 MFF DUSP21 ATP5F1B SLC25A14 MRPS15 PRKCA PRODH2 COX16 MICU1 IMMT CYC1 CYTB PLEKHN1 COQ9 SYNJ2BP COQ2 TIMM13 MRPL9 PARL PGS1 ATAD3B PLA2G4C NDUFA4 STARD7 C15orf48 PET100 NDUFV1 NDUFB11 NDUFB7 ATP5MK COQ3 TIMMDC1 PRELID3B SLC25A46 MAOA CPT1B ETFDH GFER OMA1 CHCHD1 SLC25A43 PLN UQCRQ UBB NIPSNAP2,798,mitochondrial envelope
43,GO:0036488,CEBPB CEBPA DDIT3,3,CHOP-C/EBP complex
44,GO:0030130,SYNRG AP1S2 AP1M1 AP1S1 AP1G1 SLC18A3 AP1M2 CLTCL1 CLBA1 AP2A1 AP1G2 CLTC NCALD AP1B1 AP1S3 CLTA CLTB AFTPH,18,clathrin coat of trans-Golgi network vesicle
45,GO:0030669,AP2A2 BTBD8 AVPR2 LDLRAP1 AP2B1 HLA-DRB4 CD9 FCGR1A TFRC SCARB2 SH3GL2 RAB35 CD3G HLA-DRB1 CHRM2 EGF STON1-GTF2A1L ADRB2 HLA-DRB5 HLA-DPB1 KIAA0319 IL7R SLC18A3 AREG LDLR EGFR FZD5 TGOLN2 TGFA IGF2R SGIP1 AP2S1 RAB5A TBC1D5 WNT5A SYT9 HLA-DRA EREG TYRP1 HLA-DQB1 M6PR FZD2 AP2A1 STON2 HLA-DPA1 VAMP2 HLA-DRB3 VAMP7 VAMP8 CD4 APOE CD74 VAMP4 VAMP3 HBEGF STON1 HLA-DQA1 CD3D EPGN LRP2 BTC ROR2 CD207 APOB SYT1 CLTC SYT2 SLC2A8 AVP CFTR HLA-DQB2 FZD4 AP2M1 HLA-DQA2 TF,75,clathrin-coated endocytic vesicle membrane
46,GO:0034967,SETD5 KMT2E,2,Set3 complex
47,GO:0044304,KCNQ2 NCMAP DAG1 SIRT2 KCNJ11 BIN1 MBP DAGLA KCNA4 SCN8A NRCAM HAPLN2 MAG KCNA2 KCNA1 IQCJ-SCHIP1 ADORA1 KCNC1 GABBR1 EPB41L3 SPOCK1 MAP1A CNGA3 CD40 TUBB4A UCN3 DLG4 ADORA2A NFASC LGI1 THY1 SLC1A2 MAPT CNTNAP1 KCNQ3 MYOC DLG2 ANK1 SCN2A CNTN2 SCN1B LGI3 MAP2 CRHBP UCN ROBO2 PARD3 CRH CNTNAP2 MYO1D KCNAB1 ANK3 KCNC2 DLG1 ERMN C9orf72 SCN1A CLDN5 KCNAB2 TRIM46 MAP1B TIAM1 TNFRSF1B SPTBN4 GJC2 NAV1 SPTBN1,67,main axon
48,GO:0070724,ACVR1 BMP2 HJV ACVRL1,4,BMP receptor complex
49,GO:0071738,,0,IgD immunoglobulin complex
50,GO:0033269,MBP ERMN PARD3 TUBB4A,4,internode region of axon
51,GO:0035838,GRM6 PI4K2A,2,growing cell tip
52,GO:0016035,MAD2L2 POLD3 POLD2 REV3L,4,zeta DNA polymerase complex
53,GO:0044666,KDM6B UTY PAXIP1 ASH2L DPY30 KMT2D NCOA6 RBBP5 PAGR1 KDM6A KMT2C WDR5,12,MLL3/4 complex
